"titles","imdb_rate","filmweb_rate","genre","mean_act_rate","dir.rate","filmweb_votes","imdb_votes","directors","star1","star2","star3","star4","filmweb_rate_01","imdb_rate_01"
"Watchmen. Strażnicy",7.6,7.18,"Action",7.10758742769427,6.9,96609,485787,"Zack Snyder","Jackie Earle Haley","Patrick Wilson","Carla Gugino","Malin Akerman",0.718,0.76
"Pan Życia I Śmierci",7.6,7.55,"Action",7.51719103746722,7.45,304404,287767,"Andrew Niccol","Nicolas Cage","Ethan Hawke","Jared Leto","Bridget Moynahan",0.755,0.76
"Piła",7.6,6.67,"Horror",7.06688792980334,7.99,209798,368638,"James Wan","Cary Elwes","Leigh Whannell","Danny Glover","Ken Leung",0.667,0.76
"Synekdocha, Nowy Jork",7.6,6.83,"Comedy",7.36235125905744,8.18,12256,78152,"Charlie Kaufman","Philip Seymour Hoffman","Samantha Morton","Michelle Williams","Catherine Keener",0.683,0.76
"Zly Dotyk",7.6,6.45,"Drama",7.24365135808259,7.3,8263,64401,"Gregg Araki","Brady Corbet","Joseph Gordon-Levitt","Elisabeth Shue","Chase Ellison",0.645,0.76
"Bardzo Długie Zaręczyny",7.6,6.84,"Drama",7.56741339474696,7.84,18510,69853,"Jean-Pierre Jeunet","Audrey Tautou","Gaspard Ulliel","Jodie Foster","Dominique Pinon",0.684,0.76
"To Właśnie Miłość",7.6,7.54,"Comedy",7.5625684230062,7.57,247910,412817,"Richard Curtis","Hugh Grant","Martine McCutcheon","Liam Neeson","Laura Linney",0.754,0.76
"Pan Zemsta",7.6,6.69,"Action",7.66907586322513,8.36,11228,60153,"Chan-wook Park","Kang-ho Song","Ha-kyun Shin","Doona Bae","Ji-Eun Lim",0.669,0.76
"25. Godzina",7.6,7.22,"Drama",7.81679838195499,7.69,66732,166628,"Spike Lee","Edward Norton","Barry Pepper","Philip Seymour Hoffman","Rosario Dawson",0.722,0.76
"Życie Za Życie",7.6,7.64,"Crime",7.70027900509846,8.2,103404,105803,"Alan Parker","Kevin Spacey","Kate Winslet","Laura Linney","Cleo King",0.764,0.76
"28 Dni Później",7.6,6.79,"Drama",7.65755696193263,7.86,73254,366137,"Danny Boyle","Cillian Murphy","Naomie Harris","Christopher Eccleston","Alex Palmer",0.679,0.76
"Genialny Klan",7.6,7.05,"Comedy",7.58528539355723,8.65,30428,258416,"Wes Anderson","Gene Hackman","Gwyneth Paltrow","Anjelica Huston","Ben Stiller",0.705,0.76
"I Twoją Matkę Też",7.6,6.81,"Drama",7.06649439720702,8.15,27828,112436,"Alfonso Cuarón","Maribel Verdú","Gael García Bernal","Daniel Giménez Cacho","Ana López Mercado",0.681,0.76
"Harry Potter I Kamień Filozoficzny",7.6,7.46,"Adventure",8.05634842522643,7.67,408702,614653,"Chris Columbus","Daniel Radcliffe","Rupert Grint","Richard Harris","Maggie Smith",0.746,0.76
"Inni",7.6,7.33,"Horror",7.33156138450139,7.66,201225,327598,"Alejandro Amenábar","Nicole Kidman","Christopher Eccleston","Fionnula Flanagan","Alakina Mann",0.733,0.76
"Blow",7.6,7.72,"Biography",7.68631749934651,7.3,212034,234337,"Ted Demme","Johnny Depp","Penélope Cruz","Franka Potente","Rachel Griffiths",0.772,0.76
"Wróg U Bram",7.6,7.82,"War",7.83072845730005,7.93,221566,235904,"Jean-Jacques Annaud","Jude Law","Ed Harris","Joseph Fiennes","Rachel Weisz",0.782,0.76
"Traffic",7.6,6.95,"Crime",7.45821529441809,7.35,27479,191781,"Steven Soderbergh","Michael Douglas","Benicio Del Toro","Catherine Zeta-Jones","Jacob Vargas",0.695,0.76
"Raport Mniejszości",7.6,7.34,"Sci-Fi",7.5378942685793,8.11,221646,493345,"Steven Spielberg","Tom Cruise","Colin Farrell","Samantha Morton","Max von Sydow",0.734,0.76
"Huragan",7.6,7.25,"Biography",7.34539400392963,7.73,27677,89390,"Norman Jewison","Denzel Washington","Vicellous Shannon","Deborah Kara Unger","Liev Schreiber",0.725,0.76
"American Psycho",7.6,7.22,"Comedy",7.07778674335946,7.57,152320,465493,"Mary Harron","Christian Bale","Justin Theroux","Josh Lucas","Bill Sage",0.722,0.76
"Biegnij, Lola, Biegnij",7.6,6.66,"Crime",6.92467027058218,7.93,48546,184671,"Tom Tykwer","Franka Potente","Moritz Bleibtreu","Herbert Knaup","Nina Petri",0.666,0.76
"Cienka Czerwona Linia",7.6,7.44,"War",7.63554279397155,7.72,90877,167646,"Terrence Malick","Jim Caviezel","Sean Penn","Nick Nolte","Kirk Acevedo",0.744,0.76
"Las Vegas Parano",7.6,7.41,"Adventure",7.98145990052499,8.15,159271,252222,"Terry Gilliam","Johnny Depp","Benicio Del Toro","Tobey Maguire","Michael Lee Gogin",0.741,0.76
"Funny Games",7.6,7.03,"Crime",6.96219531011488,8.3,37365,61547,"Michael Haneke","Susanne Lothar","Ulrich Mühe","Arno Frisch","Frank Giering",0.703,0.76
"Mroczne Miasto",7.6,6.92,"Thriller",7.53033286096013,6.7,24505,183632,"Alex Proyas","Rufus Sewell","Kiefer Sutherland","Jennifer Connelly","William Hurt",0.692,0.76
"Uśpieni",7.6,7.77,"Crime",7.93249537833943,7.85,138337,182403,"Barry Levinson","Robert De Niro","Kevin Bacon","Brad Pitt","Jason Patric",0.777,0.76
"Zagubiona Autostrada",7.6,7.39,"Thriller",7.45607757128961,8.57,67096,126024,"David Lynch","Bill Pullman","Patricia Arquette","John Roselius","Louis Eppolito",0.739,0.76
"Rozważna I Romantyczna",7.6,7.09,"Drama",7.57135931087942,7.87,52281,98215,"Ang Lee","Emma Thompson","Kate Winslet","James Fleet","Tom Wilkinson",0.709,0.76
"Szklana Pułapka 3",7.6,7.28,"Action",7.83973448911806,8.13,105424,354512,"John McTiernan","Bruce Willis","Jeremy Irons","Samuel L. Jackson","Graham Greene",0.728,0.76
"Truposz",7.6,7.29,"Adventure",7.51059083582256,8.15,40809,87855,"Jim Jarmusch","Johnny Depp","Gary Farmer","Crispin Glover","Lance Henriksen",0.729,0.76
"Co Się Wydarzyło W Madison County",7.6,7.41,"Drama",7.4719336131031,8.59,76205,70084,"Clint Eastwood","Clint Eastwood","Meryl Streep","Annie Corley","Victor Slezak",0.741,0.76
"Apollo 13",7.6,7.35,"Adventure",7.86261220723169,7.64,213715,259297,"Ron Howard","Tom Hanks","Bill Paxton","Kevin Bacon","Gary Sinise",0.735,0.76
"Trzy Kolory: Biały",7.6,7.46,"Comedy",7.81038711879422,8.39,42968,60539,"Krzysztof Kieslowski","Zbigniew Zamachowski","Julie Delpy","Janusz Gajos","Jerzy Stuhr",0.746,0.76
"Kruk",7.6,7.11,"Action",7.09977064982655,6.7,60658,162185,"Alex Proyas","Brandon Lee","Michael Wincott","Rochelle Davis","Ernie Hudson",0.711,0.76
"Upadek",7.6,7.23,"War",7.4653401014975,7.25,46441,164025,"Joel Schumacher","Michael Douglas","Robert Duvall","Barbara Hershey","Rachel Ticotin",0.723,0.76
"Uczniowska Balanga",7.6,6.47,"Comedy",7.33269504704072,7.96,14394,158681,"Richard Linklater","Jason London","Wiley Wiggins","Matthew McConaughey","Rory Cochrane",0.647,0.76
"Mój Kuzyn Vinny",7.6,6.55,"Comedy",7.53511775532276,7.16,8330,102292,"Jonathan Lynn","Joe Pesci","Marisa Tomei","Ralph Macchio","Mitchell Whitfield",0.655,0.76
"Delikatesy",7.6,7.01,"Comedy",7.05874428674525,7.42,26221,78490,"Marc Caro","Marie-Laure Dougnac","Dominique Pinon","Pascal Benezech","Jean-Claude Dreyfus",0.701,0.76
"Polowanie Na Czerwony Październik",7.6,7.57,"Action",7.57013252181942,8.13,115974,172845,"John McTiernan","Sean Connery","Alec Baldwin","Scott Glenn","Sam Neill",0.757,0.76
"Kevin Sam W Domu",7.6,7.07,"Comedy",7.75716072637328,7.67,403624,447314,"Chris Columbus","Macaulay Culkin","Joe Pesci","Daniel Stern","John Heard",0.707,0.76
"Ojciec Chrzestny Iii",7.6,7.89,"Crime",7.82487195117328,8.73,170929,346103,"Francis Ford Coppola","Al Pacino","Diane Keaton","Andy Garcia","Talia Shire",0.789,0.76
"Kiedy Harry Poznał Sally",7.6,7.05,"Comedy",7.34123054957823,7.13,41079,188134,"Rob Reiner","Billy Crystal","Meg Ryan","Carrie Fisher","Bruno Kirby",0.705,0.76
"Mała Syrenka",7.6,7.15,"Animation",6.78249832999332,7.71,74226,228974,"Ron Clements","Jodi Benson","Samuel E. Wright","Rene Auberjonois","Christopher Daniel Barnes",0.715,0.76
"Naga Broń",7.6,7.14,"Comedy",7.16978382984635,7.17,82230,145787,"David Zucker","Leslie Nielsen","Priscilla Presley","O.J. Simpson","Ricardo Montalban",0.714,0.76
"Niebezpieczne Związki",7.6,7.48,"Drama",7.5853157802967,7.75,46140,62584,"Stephen Frears","Glenn Close","John Malkovich","Michelle Pfeiffer","Swoosie Kurtz",0.748,0.76
"Samoloty, Pociągi I Samochody",7.6,6.24,"Comedy",7.25818073523853,7.28,4179,117856,"John Hughes","Steve Martin","John Candy","Laila Robins","Michael McKean",0.624,0.76
"Zabójcza Broń",7.6,7.23,"Action",7.3202223578011,7.98,71456,230178,"Richard Donner","Mel Gibson","Danny Glover","Gary Busey","Mitchell Ryan",0.723,0.76
"Mucha",7.6,6.86,"Drama",7.26398230638452,7.84,36644,153576,"David Cronenberg","Jeff Goldblum","Geena Davis","John Getz","Joy Boushel",0.686,0.76
"Indiana Jones I Świątynia Zagłady",7.6,7.41,"Action",7.42340347040881,8.11,149824,432507,"Steven Spielberg","Harrison Ford","Kate Capshaw","Ke Huy Quan","Amrish Puri",0.741,0.76
"Śmiertelnie Proste",7.6,6.48,"Crime",7.07574456449119,8.05,6660,84174,"Joel Coen","John Getz","Frances McDormand","Dan Hedaya","M. Emmet Walsh",0.648,0.76
"Dzielna Pani Brisby",7.6,6.29,"Animation",7.10398010839584,7.55,2070,35044,"Don Bluth","Elizabeth Hartman","Derek Jacobi","Dom DeLuise","Arthur Malet",0.629,0.76
"Mad Max 2 - Wojownik Szos",7.6,7.01,"Action",7.29832053180338,8.07,52706,161794,"George Miller","Mel Gibson","Bruce Spence","Michael Preston","Max Phipps",0.701,0.76
"Wojownicy",7.6,6.31,"Action",7.04141080943923,7.13,3875,90522,"Walter Hill","Michael Beck","James Remar","Dorsey Wright","Brian Tyler",0.631,0.76
"Ucieczka Z Alcatraz",7.6,7.39,"Biography",7.65030251460252,7.73,67467,113911,"Don Siegel","Clint Eastwood","Patrick McGoohan","Roberts Blossom","Jack Thibeau",0.739,0.76
"Bliskie Spotkania Trzeciego Stopnia",7.6,6.95,"Drama",6.95522615845332,8.11,26696,177735,"Steven Spielberg","Richard Dreyfuss","François Truffaut","Teri Garr","Melinda Dillon",0.695,0.76
"Głęboka Czerwień",7.6,6.39,"Horror",6.96762225969646,7.3,4229,30206,"Dario Argento","David Hemmings","Daria Nicolodi","Gabriele Lavia","Macha Méril",0.639,0.76
"Robin Hood",7.6,6.64,"Animation",7.3179229069482,7.5,9823,111357,"Wolfgang Reitherman","Brian Bedford","Phil Harris","Roger Miller","Peter Ustinov",0.664,0.76
"Złoto Dla Zuchwałych",7.6,7.28,"War",7.64925954241593,7.77,39571,43822,"Brian G. Hutton","Clint Eastwood","Telly Savalas","Don Rickles","Carroll O'Connor",0.728,0.76
"Powiększenie",7.6,7.29,"Drama",7.10257399901123,8.01,31387,54187,"Michelangelo Antonioni","David Hemmings","Vanessa Redgrave","Sarah Miles","John Castle",0.729,0.76
"Szalony Piotruś",7.6,6.44,"Crime",7.14126549261831,7.74,4597,27797,"Jean-Luc Godard","Jean-Paul Belmondo","Anna Karina","Graziella Galvani","Aicha Abadir",0.644,0.76
"The Beatles",7.6,6.59,"Comedy",6.94835471632149,7.02,4882,38844,"Richard Lester","John Lennon","Paul McCartney","George Harrison","Ringo Starr",0.659,0.76
"Pogarda",7.6,6.35,"Drama",7.03823158320144,7.74,3716,27219,"Jean-Luc Godard","Brigitte Bardot","Jack Palance","Michel Piccoli","Giorgia Moll",0.635,0.76
"Lolita",7.6,6.92,"Crime",7.03679388898801,8.84,19233,89293,"Stanley Kubrick","James Mason","Shelley Winters","Sue Lyon","Gary Cockrell",0.692,0.76
"Olbrzym",7.6,6.75,"Drama",7.42202457262691,7.57,7803,32850,"George Stevens","Elizabeth Taylor","Rock Hudson","James Dean","Carroll Baker",0.675,0.76
"Jeździec Znikąd",7.6,6.17,"Western",6.93815438491217,7.57,1794,35696,"George Stevens","Alan Ladd","Jean Arthur","Van Heflin","Brandon De Wilde",0.617,0.76
"Stąd Do Wieczności",7.6,6.64,"Drama",7.51755547709017,7.96,6667,41769,"Fred Zinnemann","Burt Lancaster","Montgomery Clift","Deborah Kerr","Donna Reed",0.664,0.76
"Dama Z Szanghaju",7.6,6.33,"Crime",7.25169809738262,7.62,3745,25432,"Orson Welles","Rita Hayworth","Orson Welles","Everett Sloane","Glenn Anders",0.633,0.76
"Faworyta",7.5,7.3,"Biography",7.83586271206677,8.16,63359,159016,"Yorgos Lanthimos","Olivia Colman","Emma Stone","Rachel Weisz","Nicholas Hoult",0.73,0.75
